(1,1)
(2,2)
(3,3)
(4,4)
(5,5)
(6,6)
(7,7)
(8,8)
(9,9)
(9,10)
(9,11)
(9,12)
(9,13)
(9,14)
(9,15)
(10,16)
(11,16)
(12,16)
(13,16)
(14,16)
(15,16)
(16,16)
(17,16)
(18,16)
(19,16)
(20,16)
(21,16)
(22,16)
(23,16)
(24,16)
(25,16)
(26,16)
(27,16)
(28,16)
(29,15)
(30,14)
(31,15)
(32,16)
(33,17)
(34,18)
(35,19)
(36,20)
(37,21)
(38,21)
(39,22)
(40,23)
(41,23)
(42,24)
(43,24)
(44,24)
(45,25)
